listing_id,raw_title,raw_date,raw_venue,source,wrong_day_noise
L003837,Detroit Lions vs Tampa Bay Buccaneers,"October 20, 2025",Ford Field,official_feed,False
L003838,T at DET,10/20/2025,Ford Field,scraped_feed_b,False
L003839,Tampa Bay Buccaneers at Detroit Lions,2025-10-20,Ford Field,official_feed,False
L003840,  mil  v. det ,"April 8, 2026",Little Caesars Arena,scraped_feed_c,False
L003841,Milwaukee Bucks @ Detroit Pistons,4/8/2026,LCA,scraped_feed_b,False
L003842,MIL vs DET,"April 8, 2026",Little Caesars Arena,scraped_feed_b,False
L003843,MILWAUKEE BUCKS AT DETROIT PISTONS,4/8/26,Little Caesars Arena,partner_feed_a,False
L003844,Denver Nuggets vs Minnesota Timberwolves,4/18/2026,Ball Arena,scraped_feed_c,False
L003845,  Minnesota  Tinberwolves vs Debver Nuggets ,2026-04-18,PC,scraped_feed_b,False
L003846,Minnesota Timberwolves at Denver Nuggets,"April 18, 2026",,scraped_feed_c,False
L003847,Denver Nuggets vs Minnesota Timberwolves,2026-04-18,Ball Arena,official_feed,False
L003848,Utah Jazz vs Atlanta Hawks,February 6,State Farm Arena,partner_feed_a,False
L003849,Atlanta Hawks vs Utah Jazz,2/6/26,State Farm Arena,official_feed,False
L003850,UA vs ATk,2026-02-04,,scraped_feed_b,True
L003851,Utah Jazz at Atlanta Hawks,2/6/2026,State Farm Arena,official_feed,False
L003852,ORLANDO&nbsp;MAGIC VS CHARLOTTE HORNETS,4/17/26,Amway Center,scraped_feed_c,False
L003853,Charlotte Hornets vs Orlando Magic,"April 17, 2026",Kia Center,official_feed,False
L003854,Charlotte Hornets vs Orlando Magic,2026-04-17,Kia Center,official_feed,False
L003855,ORL vs CHA,April 18,,scraped_feed_b,True
L003856,Denver Nuggets vs Minnesota Timberwolves,3/1/26,Ball Arena,official_feed,False
L003857,MIN vs DEN,3/1/26,Pepsi Center,partner_feed_a,False
L003858,MIN vs DEN,3/1/2026,Ball Arena Denver,partner_feed_a,False
L003859,Minnesota Timberwolves at Denver Nuggets,3/1/2026,Ball Arena,official_feed,False
L003860,Indianapolis Colts at Seattle Seahawks,12/14/2025,Lumen Field,official_feed,False
L003861,  Indianapolis  Colts at Seattle Seahawks ,December 14,Lumen Field,scraped_feed_b,False
L003862,SAE v IND,12/14/25,CenturyLink Field,scraped_feed_c,False
L003863,  SEA  VS IND ,"December 12, 2025",Lumen Field,scraped_feed_b,True
L003864,Miami Dolphins vs Los Angeles Chargers,10/12/25,Hard Rock Stadium,partner_feed_a,False
L003865,Los Angeles Chargers at Miami Dolphins,10/12/2025,Hard Rock Stadium,official_feed,False
L003866,LAC vs MIA,October 12,Hard Rock Stadium,partner_feed_a,False
L003867,Los Angeles Chargers v. Miami Dolpgins,2025-10-12,Sun Life Stadium,scraped_feed_b,False
L003868,Oklahoma City Thunder vs Utah Jazz,1/7/26,,scraped_feed_b,True
L003869,Utah Jazz vs Oklahoma City Thunder,2026-01-08,Paycom Center,official_feed,False
L003870,  OKC  sv UTA ,1/8/2026,Paycom Center,scraped_feed_c,False
L003871,  OKC  vs UTA ,1/8/26,Paycom Center,scraped_feed_b,False
L003872,  MEM  vs PHX ,1/8/2026,F,scraped_feed_c,False
L003873,MEM vs PHX,January 8,FedExForum,partner_feed_a,False
L003874,MEM VS PG,2026-01-08,FedEx Forum,scraped_feed_c,False
L003875,MEM vs PHX,January 8,FedEx Forum,scraped_feed_c,False
L003876,Los Angeles Lakers @ Houston Rockets,April 25,TC,scraped_feed_c,False
L003877,  Houston  Rockets vs Los Anheles Lakers ,April 25,Toyota Center (Houston),scraped_feed_b,False
L003878,LAL vs HOU,4/25/26,TC,scraped_feed_b,False
L003879,  ll  @ hou ,"April 25, 2026",Toyota Center (Houston),scraped_feed_c,False
L003880,Houston Rockets vs Utah Jazz,"December 2, 2025",Delta Center,official_feed,False
L003881,  HOUSTON  ROCKETS AT UTAH JAZZ ,"December 2, 2025",DC,scraped_feed_c,False
L003882,  Uyah  Jazz v. Houston Rockets ,11/30/2025,EnergySolutions Arena,scraped_feed_c,True
L003883,Houston Rockets at Utah Jazz,12/2/25,Delta Center,official_feed,False
L003884,MIA vs CHI,"January 30, 2026",United Center Chicago,partner_feed_a,False
L003885,Miami Heat at Chicago Bulls,"January 30, 2026",,scraped_feed_c,False
L003886,Chicago Bulls vs Miami Heat,1/30/2026,United Center,scraped_feed_b,False
L003887,CHICAGO BULLS VS MIAMI HEAT,1/30/2026,UCC,scraped_feed_c,False
L003888,Baltimore Ravens vs Kansas City Chiefs,9/28/25,Arrowhead Stadium,official_feed,False
L003889,BALTIMORE RAVNES VS KANSAS CITY CHIEFS,2025-09-28,Arrowhead Stadium,scraped_feed_b,False
L003890,bal vs kc,2025-09-28,AS,scraped_feed_c,False
L003891,lC va BAL,9/28/25,Arrowhead Stadium,scraped_feed_c,False
L003892,San Antonio Spurs vs Chicago Bulls,3/29/26,,scraped_feed_c,True
L003893,CHI vs AS,,Frost Bank Center,scraped_feed_b,False
L003894,CHI vs SAS,3/31/2026,AT&T Center,scraped_feed_c,False
L003895,Chicago Bulls at San Antonio Spurs,3/31/2026,Frost Bank Center,partner_feed_a,False
L003896,Seattle Seahawks at Atlanta Falcons,"December 7, 2025",Mercedes-Benz Stadium,official_feed,False
L003897,atlanta falcons vs seattle seahawks,,,scraped_feed_b,False
L003898,Seattle Seahawks at Atlanta Falcons,12/7/25,Mercedes-Benz Stadium,official_feed,False
L003899,ATLANTA FALCONS VS SEATTLE SEAHAWKS,12/7/25,Mercedes-Benz Stadium,partner_feed_a,False
L003900,New York Knicks vs Cleveland Cavaliers,May 22,Madison Square Garden,partner_feed_a,False
L003901,Cleveland Cavaliers at New York Knicks,5/22/26,Madison Square Garden,official_feed,False
L003902,CLEVELAND CAVALIERS AT NEW YORK KNICKS,May 22,Madison Square Garden,partner_feed_a,False
L003903,  Cleveland  Cavaliers @ New York Knicks ,,,scraped_feed_c,False
L003904,  HCA  VS POR ,"March 2, 2026",,scraped_feed_c,True
L003905,  PORTLAND  TRAIL BLAZERS AT CHARLOTTE HORNETS ,2026-03-01,Spectrum Center,scraped_feed_b,True
L003906,  Portland  Trail Bslzers @ Charlotte Hornets ,2026-02-27,,scraped_feed_b,True
L003907,Portland Trail Blazers at Charlotte Hornets,2026-02-28,Spectrum Center,official_feed,False
L003908,  atl  at cl ,,Rocket Arena,scraped_feed_c,False
L003909,CLEVELAND CAVALIERS VS ATLANTA HAWKS,4/8/2026,Rocket Arena Cleveland,partner_feed_a,False
L003910,Atlanta Hawks v. Cleveland Cavaliers,"April 8, 2026",Rocket Arena Cleveland,scraped_feed_b,False
L003911,  Cleveland  Cavaliers v. Atlanta Hawks ,2026-04-07,Rocket Arena,scraped_feed_c,True
L003912,ATL vs NYK,2026-04-25,State Farm Arena Atlanta,partner_feed_a,False
L003913,NYK at ATL,"April 25, 2026",State Farm Arena,partner_feed_a,False
L003914,New York Knicks vs Atlanta Hawks,4/25/2026,State Farm Arena,official_feed,False
L003915,New YorkKnicks vs stlanta Hawks,4/23/26,SFA,scraped_feed_c,True
L003916,PHI vs CLE,1/17/26,XMA,scraped_feed_c,False
L003917,Philadelphia 76ers vs Cleveland Cavaliers,January 17,Xfinity Mobile Arena,official_feed,False
L003918,PH v. CLE,,Xfinity Mobile Arena,scraped_feed_c,False
L003919,  Cleveland  Cavaliers at Phladelphia 76ers ,January 19,Xfinity Mobile Arena,scraped_feed_b,True
L003920,Green Bay Packers at Minnesota Vikings,January 4,U.S. Bank Stadium,official_feed,False
L003921,MIN vs GB,1/4/2026,U.S. Bank Stadium,partner_feed_a,False
L003922,Green Bay Packers @ Minnesota Vikings,"January 4, 2026",US Bank Stadium,scraped_feed_c,False
L003923,GB at MIN,January 4,,partner_feed_a,False
L003924,Houston Rockets at Toronto Raptors,2025-10-29,Scotiabank Arena,partner_feed_a,False
L003925,Huston Rockets at Toronto Raptors,2025-10-29,Scotiabank Arena Toronto,scraped_feed_c,False
L003926,Houston Rockets at Toronto Raptors,"October 29, 2025",Scotiabank Arena,official_feed,False
L003927,HOU vs TOR,"October 29, 2025",Scotiabank Arena,partner_feed_a,False
L003928,DEN at LA Clippers,"November 13, 2025",Intuit Dome,partner_feed_a,False
L003929,DEN vs LA Clippers,November 13,Intuit Dome,partner_feed_a,False
L003930,Denver Nuggets at LA Clippers,11/13/2025,Intuit Dome,partner_feed_a,False
L003931,denver nuggets v. la clippers,November 13,,scraped_feed_c,False
L003932,Dallas Mavericks vs Detroit Pistons,November 2,Arena CDMX,official_feed,False
L003933,Dallas Mavericks at Detroit Pistons,2025-11-02,Arena CDMX,official_feed,False
L003934,Dallas Mavericks at Detroit Pistons,11/2/25,Arena CDMX,partner_feed_a,False
L003935,  DALLAS  MAVEEICLS AT DETROIT PISTONS ,2025-11-02,Arena CDMX,scraped_feed_c,False
L003936,SC A TGSW,January 10,Chase Center,scraped_feed_c,False
L003937,sac tg sw,,Chase Center,scraped_feed_b,False
L003938,Sacramento Kings at Golden State Warriors,January 10,Chase Center Arena,scraped_feed_c,False
L003939,  sacramento  kings vs golden state warriors ,January 10,CC,scraped_feed_b,False
L003940,OBS bs MEM,"October 9, 2025",FF,scraped_feed_b,False
L003941,MEM VS BOS,2025-10-09,FedExForum,partner_feed_a,False
L003942,BOS vs MEM,October 9,FedEx Forum,partner_feed_a,False
L003943,  BOS  at MEM ,October 9,FedEx Forum,scraped_feed_c,False
L003944,  Minnesota  Viikngs cs Detroit Lions ,2025-12-25,U.S. Bank Stadium,scraped_feed_b,False
L003945,Detroit Lions vs Minnesota Vikings,12/25/25,U.S. Bank Stadium,official_feed,False
L003946,Minnesota Vikings vs Detroit Lions,12/25/2025,U.S. Bank Stadium,partner_feed_a,False
L003947,detroit lions vs minnesota vikings,12/25/2025,U.S. Bank Stadium,partner_feed_a,False
L003948,washington wizards at cleveland cavaliers,April 12,Rocket Arena,scraped_feed_b,False
L003949,Washington Wizards at Cleveland Cavaliers,4/12/2026,Rocket Arena,official_feed,False
L003950,  washington  wizards vd cleveland cavaliers ,4/12/2026,Rocket Arena,scraped_feed_b,False
L003951,cle vs was,4/12/2026,,partner_feed_a,False
L003952,SAC at MIN,2025-11-15,Target Center Minneapolis,scraped_feed_b,False
L003953,SACRAMENTO KINGS BS MINNESOTS TIMBERWOLVES,"November 15, 2025",Target Center,scraped_feed_c,False
L003954,sac v. min,11/15/25,Target Center Minneapolis,scraped_feed_c,False
L003955,  nI  v. SAC ,November 15,,scraped_feed_c,False
L003956,phi at nyg,October 10,MetLife,scraped_feed_b,False
L003957,New York Giants vs Philadelphia Eagles,October 10,MetLife Stadium,scraped_feed_b,False
L003958,NYG vs PHI,10/10/25,MetLife,partner_feed_a,False
L003959,NYG vs PHI,10/10/25,MetLife Stadium,scraped_feed_c,False
L003960,Utah Jazz vs San Antonio Spurs,,,scraped_feed_c,False
L003961,UTAH JAZZ VS SAN ANTONOI SPURS,2025-10-11,Frost Bank Center,scraped_feed_b,False
L003962,UTA at SAS,2025-10-11,AT&T Center,scraped_feed_c,False
L003963,San Antonio Spurs vs Utah Jazz,10/11/25,Frost Bank Center,official_feed,False
L003964,LA&nbsp;Clippers @ UTA,"January 28, 2026",Delta Center,scraped_feed_c,False
L003965,  Utah  kazz v. kA Clippers ,2026-01-28,Delta Center,scraped_feed_b,False
L003966,LA Clippers vs Utah Jazz,1/28/2026,Delta Center,official_feed,False
L003967,Utah Jazz vs LA Clippers,January 28,Delta Center,official_feed,False
L003968,LA Clippers vs Denver Nuggets,2025-10-13,Intuit Dome,official_feed,False
L003969,Denver Nuggets v. LA Clippers,10/13/25,Intuit Dome Los Angeles,scraped_feed_b,False
L003970,DEN at LA Clippers,10/13/2025,Intuit Dome,scraped_feed_c,False
L003971,DENVERN UGGETS VS LA CLIPPERS,2025-10-13,,scraped_feed_b,False
L003972,  POR  bs GSW ,1/14/2026,Chase Center Arena,scraped_feed_b,False
L003973,Golden State Warriors v. Portland Trail Blazers,1/14/2026,Chase Center Arena,scraped_feed_c,False
L003974,Portland Trail Blazers vs Golden State Warriors,"January 14, 2026",Chase Center,official_feed,False
L003975,Portland Trail Blazers vs Golden State Warriors,2026-01-14,Chase Center,official_feed,False
L003976,Portland Trail Blazers vs Atlanta Hawks,2026-03-01,State Farm Arena,official_feed,False
L003977,Portland Trail Blazers vs Atlanta Hawks,March 1,State Farm Arena,partner_feed_a,False
L003978,Portland Trail Blazers vs Atlanta Hawks,3/1/26,Philips Arena,partner_feed_a,False
L003979,Atlanta Hawks vs Portland Trail Blazers,March 1,State Farm Arena,official_feed,False
L003980,BOS at PHI,5/1/2026,Xfinity Mobile Arena,partner_feed_a,False
L003981,PHIv&nbsp;s BOS,5/1/2026,Xfinity Mobile Arena,scraped_feed_c,False
L003982,Boston Celtics vs Philadelphia 76ers,5/1/2026,Xfinity Mobile Arena,partner_feed_a,False
L003983,Philadelphia 76ers vs Boston Celtics,5/3/2026,Xfinity Mobile Arena,scraped_feed_b,True
L003984,Sacramento Kings vs Los Angeles Lakers,October 18,crypto.com Arena,scraped_feed_b,False
L003985,LAL vs SAC,2025-10-18,crypto.com Arena,partner_feed_a,False
L003986,SAC vs LAL,2025-10-18,A,scraped_feed_b,False
L003987,los angeles lakers vs sacramento kings,October 18,crypto.com Arena,scraped_feed_c,False
L003988,SAS vs OKC,1/14/2026,Chesapeake Energy Arena,partner_feed_a,False
L003989,OKLAHOMA CITY THUNDER VS SAN ANTONIO SURS,1/14/26,PC,scraped_feed_c,False
L003990,San Antonio Spurs vs Oklahoma City Thunder,January 14,,scraped_feed_c,False
L003991,SAS at OKC,1/14/26,Paycom Center,partner_feed_a,False
L003992,PHX at CHI,April 5,UCC,scraped_feed_c,False
L003993,Phoenix Suns at Chicago Bulls,4/5/2026,United Center Chicago,partner_feed_a,False
L003994,  PHX  vCsHI ,4/5/26,United Center Chicago,scraped_feed_b,False
L003995,hoenix Suns at Chciago Bulls,"April 5, 2026",UC,scraped_feed_c,False
L003996,Milwaukee Bucks v. Brooklyn Nets,2025-11-30,Fiserv Forum,scraped_feed_b,False
L003997,milwaukee bucks vs brooklyn nts,11/29/2025,Fiserv Forum Milwaukee,scraped_feed_b,True
L003998,  brooklyn  nets @ milwaukee buck ,,Fiserv Forum,scraped_feed_b,False
L003999,brooklyn nets at milwaukee bucks,11/30/2025,Bradley Center,scraped_feed_b,False
L004000,  DET  vs SAS ,3/6/26,,scraped_feed_c,False
L004001,DET VS SAS,"March 6, 2026",AT&T Center,scraped_feed_c,False
L004002,Detroit Pistons at San Antonio Spurs,3/6/26,Frost Bank Center,official_feed,False
L004003,Detroit Pistons vs San Antonio Spurs,2026-03-06,Frost Bank Center,scraped_feed_c,False
L004004,LSO ANGELES LAKERS AT PHOENIX SUNS,2025-10-15,Mortgage Matchup Center,scraped_feed_b,False
L004005,  lal  v phx ,"October 14, 2025",Mortgage Matchup Center,scraped_feed_c,True
L004006,  Los  Angeles Lakers v. Phoenix Suns ,October 15,Mortgage Matchup Center,scraped_feed_c,False
L004007,Los Angeles Lakers at Phoenix Suns,10/15/25,Mortgage Matchup Center,partner_feed_a,False
L004008,Seattle Seahawks at Tennessee Titans,"November 23, 2025",Nissan Stadium,scraped_feed_c,False
L004009,Seattle Seahawks at Tennessee Titans,2025-11-23,Nissan Stadium,official_feed,False
L004010,SEA AT TEN,11/23/2025,,partner_feed_a,False
L004011,Seattle Seahawks @ Tennessee Titans,"November 23, 2025",LP Field,scraped_feed_b,False
L004012,NYK vs SAC,January 28,Madison Square Garden,partner_feed_a,False
L004013,Sacramento Kings vs New York Knicks,January 28,,partner_feed_a,False
L004014,Sacramento Kings vs New York Knicks,2026-01-28,Madison Square Garden,official_feed,False
L004015,New York Knicks vs Sacramento Kings,1/28/2026,Madison Square Garden Arena,partner_feed_a,False
L004016,Memphis Grizzlies vs Milwaukee Bucks,"April 5, 2026",Fiserv Forum,official_feed,False
L004017,MIL vs MEM,April 5,,scraped_feed_c,False
L004018,MEM vs MIL,4/5/2026,Fiserv Forum Milwaukee,partner_feed_a,False
L004019,MEM at MIL,April 5,Bradley Center,partner_feed_a,False
L004020,New York Knicks at Brooklyn Nets,3/20/2026,Barclays Center,official_feed,False
L004021,new york knicks vs brooklyn nets,,Barclays Center,scraped_feed_b,False
L004022,YK vs BKN,2026-03-20,Barclays Center,scraped_feed_c,False
L004023,BKN vs NYK,3/20/2026,Barclays Center,partner_feed_a,False
L004024,SqC v. PHX,2025-10-22,Mortgage Matchup Center,scraped_feed_c,True
L004025,SAC at PHX,,Mortgage Matchup Center,scraped_feed_c,False
L004026,SAC vs PHX,2025-10-23,,scraped_feed_b,False
L004027,SAC at PHX,10/23/25,Mortgage Matchup Center,scraped_feed_b,False
L004028,Atlanta Hawks v. Charlotte Hornets,2026-02-08,State Farm Arena,scraped_feed_b,False
L004029,CH Aay ATL,"February 8, 2026",Philips Arena,scraped_feed_b,False
L004030,Charlotte Hornets at Atlanta Hawks,February 8,State Farm Arena,official_feed,False
L004031,Atlanta Hawks vs Charlotte Hornets,February 8,State Farm Arena,official_feed,False
L004032,Oklahoma City Thunder vs Charlotte Hornets,,Spectrum Center,scraped_feed_c,False
L004033,HCAv s OKC,,Spectrum Center,scraped_feed_b,False
L004034,Oklahoma City Thunder vs Charlotte Hornets,"November 16, 2025",Spectrum Center,official_feed,False
L004035,Charlotte Horners vs Oklahoma City Thudner,,Time Warner Cable Arena,scraped_feed_c,False
L004036,Dallas Mavericks @ LA Clippers,4/8/2026,Intuit Dome Los Angeles,scraped_feed_b,False
L004037,Dallas Mavericks vs LA Clippers,April 8,Intuit Dome,official_feed,False
L004038,Dallas Mavericks vs LA Clippers,2026-04-08,Intuit Dome,official_feed,False
L004039,LA Clippers vs Dallas Mavericks,2026-04-08,Intuit Dome,scraped_feed_b,False
L004040,sacramento kings v. charlotteh ornets,March 10,Golden 1 Center,scraped_feed_b,True
L004041,Sacramento Kings vs Charlotte Hornets,March 12,Golden 1 Center,official_feed,False
L004042,sac sv cha,3/12/2026,,scraped_feed_c,False
L004043,Sacramento Kings vs Charlotte Hornets,3/12/26,Golden 1 Center,official_feed,False
L004044,new orlaens pelicans vs utah jazz,March 1,,scraped_feed_c,False
L004045,UTA vs NOP,"March 1, 2026",Delta Center,partner_feed_a,False
L004046,&nbsp; New  Orleans Pelicans @ Utah Jazz ,"February 28, 2026",DC,scraped_feed_c,True
L004047,UTA vsNOP,3/1/2026,Delta Center,scraped_feed_b,False
L004048,DETRIT PISTONS VS DENVRE NUGGETS,2026-01-28,Ball Arena,scraped_feed_c,False
L004049,Denver Nuggets vs Detroit Pistons,1/28/2026,Ball Arena,official_feed,False
L004050,Detroit Pistons vs Denver Nuggets,1/28/2026,Ball Arena,official_feed,False
L004051,Denver Nuggets vs Detroit Pistons,1/28/2026,Ball Arena,official_feed,False
L004052,hou at cle,11/20/25,Rocket Arena,partner_feed_a,False
L004053,Cleveland Cavaliers vs Houston Rockets,"November 20, 2025",The Q,partner_feed_a,False
L004054,Houston Rockets at Cleveland Cavaliers,November 20,Rocket Arena,official_feed,False
L004055,HOUSTON ROCKETS AT CLEVELAND CAVALIERS,11/20/25,Quicken Loans Arena,scraped_feed_b,False
L004056,NE vs NYJ,"November 14, 2025",Gillette,partner_feed_a,False
L004057,New&nbsp;York ets @ New England Patriots,11/16/25,GS,scraped_feed_b,True
L004058,NEW ENGLAND PARRIOTS VS NEW YORK JETS,November 14,,scraped_feed_c,False
L004059,new york jets at new emgland patriots,November 14,Gillette Stadium,scraped_feed_b,False
L004060,Brooklyn Nets at Philadelphia 76ers,March 14,Xfinity Mobile Arena,scraped_feed_b,False
L004061,Brooklyn Nets at Philadelphia 76ers,March 14,,partner_feed_a,False
L004062,PHI v BK,3/14/26,Xfinity Mobile Arena,scraped_feed_b,False
L004063,philadelphia 76ers vsb rooklyn nets,March 14,XMA,scraped_feed_c,False
L004064,nyg at dal,September 14,AT&T Stadium,partner_feed_a,False
L004065,NEW YORK GIANTS AT DALLAS COWBOYS,9/14/2025,AT&T Stadium,partner_feed_a,False
L004066,DAL vs NYG,9/14/25,AS,scraped_feed_c,False
L004067,New York Giants at Dallas Cowboys,9/14/25,AT&T Stadium,official_feed,False
L004068,Charlotte Hornets vs Chicago Bulls,2025-11-29,Spectrum Center,scraped_feed_b,False
L004069,Chicago Bulls vs Charlotte Hornets,November 29,Spectrum Center,partner_feed_a,False
L004070,Chicago Bulls at Charlotte Hornets,2025-11-29,Spectrum Center,official_feed,False
L004071,Charlotte Hornets vs Chicago Bulls,"November 29, 2025",Spectrum Center,official_feed,False
L004072,Las Vegas Raiders v. Cleveland Browns,,Allegiant Stadium,scraped_feed_c,False
L004073,CLE at LV,2025-11-23,Allegiant Stadium Las Vegas,partner_feed_a,False
L004074,xL at LV,2025-11-23,,scraped_feed_c,False
L004075,Las Vegas Raiders vs Cleveland Browns,"November 23, 2025",Allegiant Stadium,official_feed,False
L004076,San Antonio Spurs vs Washington Wizards,2025-12-19,Frost Bank Center,official_feed,False
L004077,SAN ANTONIO SPURS VS WASHINGTON WIZARDS,12/19/2025,,partner_feed_a,False
L004078,San Antonio Spurs vs Washington Wizards,2025-12-19,Frost Bank Center,official_feed,False
L004079,Washington Wizards vs San Antonio Spurs,"December 19, 2025",Frost Bank Center,official_feed,False
L004080,Indiana Pacers v. Golden Stat Wariors,11/10/25,CC,scraped_feed_b,False
L004081,IND VS GSW,"November 10, 2025",Chase Center Arena,partner_feed_a,False
L004082,Indiana Pscers v. Golden State qarriors,November 10,Chase Center,scraped_feed_b,False
L004083,Indiana Pacers vs Golden State Warriors,11/10/2025,Chase Center,official_feed,False
L004084,new york knicks vs chslrotte hornets,11/27/2025,Time Warner Cable Arena,scraped_feed_b,False
L004085,CHARLOTTE HORNETS VS NEW YORK KNICKS,November 27,SC,scraped_feed_c,False
L004086,nyk at cha,,SC,scraped_feed_c,False
L004087,New York Knicks at Charlotte Hornets,,Spectrum Center,scraped_feed_c,True
L004088,Minnesota Timberwolves at Denver Nuggets,4/28/26,Ball Arena,official_feed,False
L004089,Minnesota Timberwolves at Denver Nuggets,"April 28, 2026",Pepsi Center,scraped_feed_b,False
L004090,DEN v. MIN,April 28,Ball Arena,scraped_feed_b,False
L004091,Minnesot Timberwolvse @ Denver Nuggets,4/28/26,,scraped_feed_c,False
L004092,ATL va NYK,12/28/2025,Philips Arena,scraped_feed_b,False
L004093,New&nbsp;York Knicks at Atlanta Hawks,2025-12-28,State Farm Arena,scraped_feed_c,False
L004094,  NYK  VS ATL ,2025-12-28,State Farm Arena,scraped_feed_c,False
L004095,Ay Lvs NYK,,State Farm Arena Atlanta,scraped_feed_c,False
L004096,San Francisco 49ers vs Atlanta Falcons,2025-10-20,Levi's Stadium,partner_feed_a,False
L004097,San Francisco 49ers vs Atlanta Falcons,October 20,Levi's Stadium,official_feed,False
L004098,SF cs TL,"October 20, 2025",Levi's Stadium,scraped_feed_b,False
L004099,Atlanta Falcons at San Francisco 49ers,10/20/2025,Levi's Stadium,partner_feed_a,False
L004100,Milwaukee Bucks vs Washington Wizards,2025-12-02,Capital One Arena,official_feed,False
L004101,Milwaukee Bucks vs Washington Wizards,"December 2, 2025",Capital One Arena,partner_feed_a,False
L004102,milwaukee bucks at washington wizards,2025-12-02,Capital One Arena,partner_feed_a,False
L004103,WAS VS MLI,December 2,Capital One Arena,scraped_feed_c,False
L004104,gsw @ nop,February 25,Smoothie King Center,scraped_feed_c,False
L004105,NEW ORLEANS PELICANS VS GOLDEN STATE WARRIORS,2/25/26,,partner_feed_a,False
L004106,Golden State Warriors vs New Oleans Pelicans,February 25,Smoothie King Center,scraped_feed_b,False
L004107,gsw vs nop,2/25/2026,Smoothie King Center,partner_feed_a,False
L004108,Denver Nuggets vs Chicago Bulls,11/18/2025,Ball Arena,official_feed,False
L004109,denver nuggets vs chicago bulls,"November 18, 2025",Ball Arena,scraped_feed_b,False
L004110,&nbsp; DEN  v. CHI ,2025-11-18,Ball Arena,scraped_feed_c,False
L004111,DEN vs CHI,November 18,Ball Arena Denver,partner_feed_a,False
L004112,DrNvs LV,11/7/2025,,scraped_feed_c,False
L004113,Las Vegas Raiders at Denver Broncos,2025-11-07,Empower Field at Mile High,official_feed,False
L004114,Las Vegas Raiders vs Denver Broncos,November 7,Empower Field at Mile High,official_feed,False
L004115,Las Vegas Raiders v. Denver Broncos,,EFMH,scraped_feed_c,False
L004116,Denver Ngugets vs Sacramento Kings,November 4,,scraped_feed_b,False
L004117,Sacramento Kings at Denver Nuggets,"November 4, 2025",Ball Arena,official_feed,False
L004118,sacramneto kings at denver nuggets,"November 3, 2025",,scraped_feed_b,True
L004119,SAC at EDN,"November 4, 2025",Pepsi Center,scraped_feed_c,False
L004120,New Orleans Pelicans vs Washington Wizards,"March 8, 2026",Smoothie King Center,official_feed,False
L004121,Washington Wizards vs New Orleans Pelicans,3/8/26,Smoothie King Center,scraped_feed_b,False
L004122,Washington Wizards at New Orleans Pelicans,3/8/2026,Smoothie King Center,official_feed,False
L004123,WAS at NOP,3/8/2026,Smoothie King Center,partner_feed_a,False
L004124,Brooklyn Nets @ Detroit Pistons,2/1/2026,,scraped_feed_b,False
L004125,Brpoklyn ets vs Detroit Pistons,,Little Caesars Arena Detroit,scraped_feed_c,False
L004126,Brooklyn Nets vs Detroit Pistons,2/1/26,Little Caesars Arena,official_feed,False
L004127,  BKN  vs DET ,2026-02-01,,scraped_feed_c,False
L004128,Toronto Raptors vs Boston Celtics,10/15/2025,TD Garden,official_feed,False
L004129,tor at bos,10/15/2025,TD Garden,partner_feed_a,False
L004130,  tor  vs bos ,10/15/25,TD Garden,scraped_feed_c,False
L004131,TOR vs BOS,October 15,TD Garden,scraped_feed_b,False
L004132,UTA VS HOU,"April 4, 2026",Toyota Center (Houston),scraped_feed_b,False
L004133,Utah&nbsp;Jazz vs Houston Rockets,"April 4, 2026",,scraped_feed_c,False
L004134,  HOU  vs UTA ,4/4/26,Toyota Center (Houston),scraped_feed_b,False
L004135,HOUvs UTA,April 4,Toyota Center (Houston),scraped_feed_b,False
L004136,WAS v. ATL,"February 27, 2026",SFAA,scraped_feed_c,False
L004137,qAS ar ATL,February 27,State Farm Arena,scraped_feed_c,False
L004138,WAS VS ATL,"February 27, 2026",,partner_feed_a,False
L004139,Washington Wizards vs Atlanta Hawks,2/27/2026,,partner_feed_a,False
L004140,Tampa Bay Buccaneers vs Philadelphia Eagles,"September 28, 2025",Raymond James Stadium,scraped_feed_c,False
L004141,Tampa Bay Buccaneers vs Philadelphia Eagles,September 28,Raymond James Stadium,official_feed,False
L004142,philadelphia eagles @ tampa bay buccaneers,September 28,Raymond James Stadium,scraped_feed_c,False
L004143,Tampa Bay Buccaneers vs Philadelphia Eagles,9/28/2025,Raymond James Stadium,official_feed,False
L004144,Portland Trail Blazers vs Phoeinx Suns,2/4/2026,Moda Center,scraped_feed_b,False
L004145,PHX v. POR,February 4,Moda Center,scraped_feed_c,False
L004146,Phoenx Suns vs Portland Trail Blazers,2026-02-04,,scraped_feed_c,False
L004147,POR vs PHX,2/4/2026,Moda Center,scraped_feed_b,False
L004148,OU va MIN,1/17/2026,Toyota Center (Houston),scraped_feed_b,False
L004149,Houdton Rockets v. Minnesota Tmberwolves,January 18,Toyota Center (Houston),scraped_feed_b,True
L004150,MIN vsgOU,1/17/26,,scraped_feed_c,False
L004151,MIN v. HOU,January 17,Toyota Center (Houston),scraped_feed_b,False
L004152,Denver Nuggets vs LA Clippers,2026-01-31,Ball Arena,official_feed,False
L004153,la clippers v. denver nuggeys,1/31/26,Ball Arena Denver,scraped_feed_b,False
L004154,LA Clippers at DEN,"January 31, 2026",Pepsi Center,partner_feed_a,False
